id,gene_id,transcript_type,Class,prob
ENST00000558806.3,ENSG00000157823.14,nonsense_mediated_decay,nonsense_mediated_decay,0.818943383552406
ENST00000474052.3,ENSG00000175309.12,nonsense_mediated_decay,nonsense_mediated_decay,0.876749286855043
ENST00000366545.5,ENSG00000180287.14,nonsense_mediated_decay,nonsense_mediated_decay,0.614581303941846
ENST00000515652.3,ENSG00000174358.13,nonsense_mediated_decay,nonsense_mediated_decay,0.987520057406163
ENST00000491855.3,ENSG00000133063.13,nonsense_mediated_decay,nonsense_mediated_decay,0.895048566945641
ENST00000453630.3,ENSG00000100416.10,nonsense_mediated_decay,nonsense_mediated_decay,0.951308081874346
ENST00000573539.3,ENSG00000167723.12,nonsense_mediated_decay,nonsense_mediated_decay,0.997385963442508
ENST00000505901.1,ENSG00000168152.10,nonsense_mediated_decay,nonsense_mediated_decay,0.555395262607338
ENST00000563428.3,ENSG00000103168.14,nonsense_mediated_decay,nonsense_mediated_decay,0.841983340348977
ENST00000475147.1,ENSG00000106785.12,nonsense_mediated_decay,nonsense_mediated_decay,0.150428370079294
ENST00000493979.3,ENSG00000161249.18,nonsense_mediated_decay,nonsense_mediated_decay,0.599376960655031
ENST00000621293.2,ENSG00000182612.8,nonsense_mediated_decay,nonsense_mediated_decay,0.869406535814095
ENST00000374930.5,ENSG00000163002.10,nonsense_mediated_decay,nonsense_mediated_decay,0.958684080678512
ENST00000519776.3,ENSG00000147687.14,nonsense_mediated_decay,nonsense_mediated_decay,0.449090505580295
ENST00000578390.3,ENSG00000161381.11,nonsense_mediated_decay,nonsense_mediated_decay,0.980877691956593
ENST00000564105.3,ENSG00000174177.10,nonsense_mediated_decay,nonsense_mediated_decay,0.526403406651111
ENST00000582811.4,ENSG00000105655.16,nonsense_mediated_decay,nonsense_mediated_decay,0.617638354908329
ENST00000473325.3,ENSG00000158816.13,nonsense_mediated_decay,nonsense_mediated_decay,0.923813872764163
ENST00000560155.3,ENSG00000196497.13,nonsense_mediated_decay,nonsense_mediated_decay,0.965168258333403
ENST00000454583.4,ENSG00000080345.15,nonsense_mediated_decay,nonsense_mediated_decay,0.971076561473895
ENST00000416093.1,ENSG00000132155.9,nonsense_mediated_decay,nonsense_mediated_decay,0.562892048491059
ENST00000412318.3,ENSG00000206560.8,nonsense_mediated_decay,nonsense_mediated_decay,0.762855316621304
ENST00000566400.3,ENSG00000140463.11,nonsense_mediated_decay,nonsense_mediated_decay,0.774208227562237
ENST00000531228.1,ENSG00000110717.8,nonsense_mediated_decay,nonsense_mediated_decay,0.495235406996186
ENST00000462788.4,ENSG00000121749.13,nonsense_mediated_decay,nonsense_mediated_decay,0.76665965120532
ENST00000552884.3,ENSG00000205323.6,nonsense_mediated_decay,nonsense_mediated_decay,0.953030464705312
ENST00000586604.3,ENSG00000141622.11,nonsense_mediated_decay,nonsense_mediated_decay,0.189033595077457
ENST00000567205.1,ENSG00000187741.12,nonsense_mediated_decay,nonsense_mediated_decay,0.848132723336684
ENST00000601467.1,ENSG00000129451.9,nonsense_mediated_decay,nonsense_mediated_decay,0.840329056018581
ENST00000562235.3,ENSG00000168701.16,nonsense_mediated_decay,nonsense_mediated_decay,0.950758733689588
ENST00000485211.3,ENSG00000204655.9,nonsense_mediated_decay,nonsense_mediated_decay,0.967226931506849
ENST00000614272.1,ENSG00000270882.2,nonsense_mediated_decay,nonsense_mediated_decay,0.848132723336684
ENST00000398951.4,ENSG00000138101.16,nonsense_mediated_decay,nonsense_mediated_decay,0.734714450667571
ENST00000540956.1,ENSG00000139372.12,nonsense_mediated_decay,nonsense_mediated_decay,0.530726899089914
ENST00000510477.3,ENSG00000040731.8,nonsense_mediated_decay,nonsense_mediated_decay,0.973384816884138
ENST00000402472.2,ENSG00000073150.11,nonsense_mediated_decay,nonsense_mediated_decay,0.622807126445637
ENST00000602391.1,ENSG00000085274.13,nonsense_mediated_decay,nonsense_mediated_decay,0.928640192286272
ENST00000512970.3,ENSG00000137802.11,nonsense_mediated_decay,nonsense_mediated_decay,0.957632650056089
ENST00000452250.3,ENSG00000198089.12,nonsense_mediated_decay,nonsense_mediated_decay,0.954029340900546
ENST00000404284.4,ENSG00000100284.18,nonsense_mediated_decay,nonsense_mediated_decay,0.994230821771691
ENST00000529131.3,ENSG00000204711.6,nonsense_mediated_decay,nonsense_mediated_decay,0.562446632085304
ENST00000557842.3,ENSG00000140543.11,nonsense_mediated_decay,nonsense_mediated_decay,0.925105172919978
ENST00000523303.3,ENSG00000104299.12,nonsense_mediated_decay,nonsense_mediated_decay,0.967833737560342
ENST00000526164.3,ENSG00000087884.12,nonsense_mediated_decay,nonsense_mediated_decay,0.945407466646307
ENST00000540616.3,ENSG00000165275.7,nonsense_mediated_decay,nonsense_mediated_decay,0.91694306174991
ENST00000524388.3,ENSG00000149380.9,nonsense_mediated_decay,nonsense_mediated_decay,0.991384739084028
ENST00000568886.3,ENSG00000103043.12,nonsense_mediated_decay,nonsense_mediated_decay,0.863303970919438
ENST00000489862.1,ENSG00000024526.14,nonsense_mediated_decay,nonsense_mediated_decay,0.934046113809721
ENST00000559963.3,ENSG00000156958.12,nonsense_mediated_decay,nonsense_mediated_decay,0.536313963178894
ENST00000430085.3,ENSG00000122786.17,nonsense_mediated_decay,nonsense_mediated_decay,0.877983715104326
ENST00000416961.4,ENSG00000175606.8,nonsense_mediated_decay,nonsense_mediated_decay,0.915619932579852
ENST00000378169.5,ENSG00000131697.15,nonsense_mediated_decay,nonsense_mediated_decay,0.958084813412562
ENST00000548868.3,ENSG00000144306.11,nonsense_mediated_decay,nonsense_mediated_decay,0.782449263458643
ENST00000592077.3,ENSG00000168096.12,nonsense_mediated_decay,nonsense_mediated_decay,0.512164953579442
ENST00000294737.9,ENSG00000213047.9,nonsense_mediated_decay,nonsense_mediated_decay,0.954965354252398
ENST00000605543.3,ENSG00000120008.13,nonsense_mediated_decay,nonsense_mediated_decay,0.351737761808103
ENST00000423048.3,ENSG00000116127.15,nonsense_mediated_decay,nonsense_mediated_decay,0.465037158019789
ENST00000622710.2,ENSG00000204583.7,nonsense_mediated_decay,nonsense_mediated_decay,0.853467069215054
ENST00000488795.1,ENSG00000163219.9,nonsense_mediated_decay,nonsense_mediated_decay,0.970323995590064
ENST00000530681.1,ENSG00000259159.3,nonsense_mediated_decay,nonsense_mediated_decay,0.96688631604152
ENST00000486827.1,ENSG00000108384.12,nonsense_mediated_decay,nonsense_mediated_decay,0.780300392025301
ENST00000539025.3,ENSG00000111711.7,nonsense_mediated_decay,nonsense_mediated_decay,0.770642638445544
ENST00000341455.8,ENSG00000180376.14,nonsense_mediated_decay,nonsense_mediated_decay,0.941191408309187
ENST00000605597.3,ENSG00000156026.12,nonsense_mediated_decay,nonsense_mediated_decay,0.178117097538451
ENST00000524333.3,ENSG00000164941.11,nonsense_mediated_decay,nonsense_mediated_decay,0.99289054231023
ENST00000530522.1,ENSG00000138050.12,nonsense_mediated_decay,nonsense_mediated_decay,0.501009378364875
ENST00000446896.5,ENSG00000162980.14,nonsense_mediated_decay,nonsense_mediated_decay,0.981570874484638
ENST00000565864.3,ENSG00000005844.15,nonsense_mediated_decay,nonsense_mediated_decay,0.981858967761715
ENST00000515171.3,ENSG00000173210.17,nonsense_mediated_decay,nonsense_mediated_decay,0.228633539570751
ENST00000333990.8,ENSG00000125630.13,nonsense_mediated_decay,nonsense_mediated_decay,0.484485725092127
ENST00000422525.1,ENSG00000130540.11,nonsense_mediated_decay,nonsense_mediated_decay,0.922860257651488
ENST00000378332.4,ENSG00000167522.12,nonsense_mediated_decay,nonsense_mediated_decay,0.899777054711019
ENST00000535250.3,ENSG00000089041.14,nonsense_mediated_decay,nonsense_mediated_decay,0.976510339657754
ENST00000563065.3,ENSG00000166946.11,nonsense_mediated_decay,nonsense_mediated_decay,0.768148240311921
ENST00000507823.3,ENSG00000164466.10,nonsense_mediated_decay,nonsense_mediated_decay,0.285833453977288
ENST00000566482.3,ENSG00000205423.9,nonsense_mediated_decay,nonsense_mediated_decay,0.918245171994634
ENST00000556636.3,ENSG00000166206.11,nonsense_mediated_decay,nonsense_mediated_decay,0.828869192208213
ENST00000525440.3,ENSG00000143156.11,nonsense_mediated_decay,nonsense_mediated_decay,0.97265269335807
ENST00000411947.1,ENSG00000144559.8,nonsense_mediated_decay,nonsense_mediated_decay,0.985756869719074
ENST00000433877.4,ENSG00000111011.15,nonsense_mediated_decay,nonsense_mediated_decay,0.592123967803046
ENST00000418719.1,ENSG00000196345.10,nonsense_mediated_decay,nonsense_mediated_decay,0.876693408298323
ENST00000576370.3,ENSG00000166260.8,nonsense_mediated_decay,nonsense_mediated_decay,0.702789188024188
ENST00000506830.3,ENSG00000112659.11,nonsense_mediated_decay,nonsense_mediated_decay,0.95969523438288
ENST00000544819.3,ENSG00000175581.11,nonsense_mediated_decay,nonsense_mediated_decay,0.7776306245741
ENST00000395656.4,ENSG00000141127.12,nonsense_mediated_decay,nonsense_mediated_decay,0.740406859655332
ENST00000487251.3,ENSG00000137269.12,nonsense_mediated_decay,nonsense_mediated_decay,0.984901160807348
ENST00000494154.4,ENSG00000177873.10,nonsense_mediated_decay,nonsense_mediated_decay,0.688430208276787
ENST00000540270.3,ENSG00000139151.12,nonsense_mediated_decay,nonsense_mediated_decay,0.974774838099144
ENST00000570076.3,ENSG00000140650.9,nonsense_mediated_decay,nonsense_mediated_decay,0.455296792330559
ENST00000438695.3,ENSG00000127952.14,nonsense_mediated_decay,nonsense_mediated_decay,0.290894342529022
ENST00000448997.3,ENSG00000114735.7,nonsense_mediated_decay,nonsense_mediated_decay,0.537339670681053
ENST00000617548.1,ENSG00000278540.2,nonsense_mediated_decay,nonsense_mediated_decay,0.933501618762456
ENST00000569524.3,ENSG00000178761.12,nonsense_mediated_decay,nonsense_mediated_decay,0.966759226251939
ENST00000563827.3,ENSG00000102984.12,nonsense_mediated_decay,nonsense_mediated_decay,0.841032005053346
ENST00000452776.1,ENSG00000214097.4,nonsense_mediated_decay,nonsense_mediated_decay,0.0876029726148939
ENST00000518913.3,ENSG00000168487.15,nonsense_mediated_decay,nonsense_mediated_decay,0.934813652571994
ENST00000526822.3,ENSG00000171204.10,nonsense_mediated_decay,nonsense_mediated_decay,0.075630824617544
ENST00000530803.3,ENSG00000166199.10,nonsense_mediated_decay,nonsense_mediated_decay,0.972301770905243
ENST00000370852.4,ENSG00000146151.10,nonsense_mediated_decay,nonsense_mediated_decay,0.501221657582727
ENST00000452162.3,ENSG00000144283.19,nonsense_mediated_decay,nonsense_mediated_decay,0.344764430148034
ENST00000406439.4,ENSG00000198198.11,nonsense_mediated_decay,nonsense_mediated_decay,0.874105397210035
ENST00000573070.3,ENSG00000187838.14,nonsense_mediated_decay,nonsense_mediated_decay,0.968570599363551
ENST00000380120.4,ENSG00000198721.10,nonsense_mediated_decay,nonsense_mediated_decay,0.878265190967799
ENST00000443455.3,ENSG00000196912.10,nonsense_mediated_decay,nonsense_mediated_decay,0.942185369566176
ENST00000610096.1,ENSG00000134207.12,nonsense_mediated_decay,nonsense_mediated_decay,0.92013439225252
ENST00000438393.3,ENSG00000100425.16,nonsense_mediated_decay,nonsense_mediated_decay,0.974184728442899
ENST00000557061.3,ENSG00000100767.13,nonsense_mediated_decay,nonsense_mediated_decay,0.127986118912453
ENST00000525044.3,ENSG00000211452.8,nonsense_mediated_decay,nonsense_mediated_decay,0.863462791495964
ENST00000439962.1,ENSG00000116406.16,nonsense_mediated_decay,nonsense_mediated_decay,0.923226278383332
ENST00000467655.1,ENSG00000182504.8,nonsense_mediated_decay,nonsense_mediated_decay,0.769311616469447
ENST00000476581.4,ENSG00000154767.12,nonsense_mediated_decay,nonsense_mediated_decay,0.678078397582406
ENST00000418498.3,ENSG00000258227.4,nonsense_mediated_decay,nonsense_mediated_decay,0.484536763027993
ENST00000558084.3,ENSG00000055609.15,nonsense_mediated_decay,nonsense_mediated_decay,0.04243506414453
ENST00000546590.2,ENSG00000179104.6,nonsense_mediated_decay,nonsense_mediated_decay,0.0719647586951389
ENST00000527057.3,ENSG00000196600.10,nonsense_mediated_decay,nonsense_mediated_decay,0.927202727991647
ENST00000416269.4,ENSG00000106648.11,nonsense_mediated_decay,nonsense_mediated_decay,0.913951285339755
ENST00000532017.3,ENSG00000148985.17,nonsense_mediated_decay,nonsense_mediated_decay,0.946063102425102
ENST00000524063.1,ENSG00000164270.15,nonsense_mediated_decay,nonsense_mediated_decay,0.902537331346413
ENST00000489283.3,ENSG00000102024.15,nonsense_mediated_decay,nonsense_mediated_decay,0.756638927137713
ENST00000547545.1,ENSG00000166987.12,nonsense_mediated_decay,nonsense_mediated_decay,0.969637355624272
ENST00000368901.3,ENSG00000138161.10,nonsense_mediated_decay,nonsense_mediated_decay,0.913104906916479
ENST00000541080.3,ENSG00000130649.7,nonsense_mediated_decay,nonsense_mediated_decay,0.889635492469474
ENST00000455123.3,ENSG00000105854.10,nonsense_mediated_decay,nonsense_mediated_decay,0.978834656960695
ENST00000514215.3,ENSG00000198780.9,nonsense_mediated_decay,nonsense_mediated_decay,0.365130765001973
ENST00000588732.3,ENSG00000140632.14,nonsense_mediated_decay,nonsense_mediated_decay,0.902575450439384
ENST00000473637.4,ENSG00000141568.17,nonsense_mediated_decay,nonsense_mediated_decay,0.877175115915793
ENST00000487794.3,ENSG00000159069.11,nonsense_mediated_decay,nonsense_mediated_decay,0.627857305549047
ENST00000582770.4,ENSG00000105655.16,nonsense_mediated_decay,nonsense_mediated_decay,0.883789070866817
ENST00000531925.3,ENSG00000130270.14,nonsense_mediated_decay,nonsense_mediated_decay,0.995670486564081
ENST00000467751.3,ENSG00000131591.15,nonsense_mediated_decay,nonsense_mediated_decay,0.9516699715199
ENST00000414322.3,ENSG00000185176.10,nonsense_mediated_decay,nonsense_mediated_decay,0.80684610239689
ENST00000584709.3,ENSG00000141293.13,nonsense_mediated_decay,nonsense_mediated_decay,0.798016394875512
ENST00000505599.3,ENSG00000188981.8,nonsense_mediated_decay,nonsense_mediated_decay,0.973504598828844
ENST00000496241.4,ENSG00000198721.10,nonsense_mediated_decay,nonsense_mediated_decay,0.883433851099358
ENST00000602885.3,ENSG00000270106.3,nonsense_mediated_decay,nonsense_mediated_decay,0.172462806043478
ENST00000437694.4,ENSG00000135926.10,nonsense_mediated_decay,nonsense_mediated_decay,0.940429182909596
ENST00000554206.1,ENSG00000100784.7,nonsense_mediated_decay,nonsense_mediated_decay,0.991729247274591
ENST00000490868.3,ENSG00000105568.15,nonsense_mediated_decay,nonsense_mediated_decay,0.783948972947532
ENST00000561659.3,ENSG00000125170.8,nonsense_mediated_decay,nonsense_mediated_decay,0.936582537374737
ENST00000409825.3,ENSG00000068724.13,nonsense_mediated_decay,nonsense_mediated_decay,0.135094444810181
ENST00000343898.7,ENSG00000137496.15,nonsense_mediated_decay,nonsense_mediated_decay,0.885761391163097
ENST00000577880.3,ENSG00000101596.12,nonsense_mediated_decay,nonsense_mediated_decay,0.958512008608309
ENST00000431118.3,ENSG00000119004.12,nonsense_mediated_decay,nonsense_mediated_decay,0.240449549767351
ENST00000583443.3,ENSG00000141665.9,nonsense_mediated_decay,nonsense_mediated_decay,0.651314964685512
ENST00000410025.3,ENSG00000186973.8,nonsense_mediated_decay,nonsense_mediated_decay,0.497484715641497
ENST00000474433.3,ENSG00000146776.12,nonsense_mediated_decay,nonsense_mediated_decay,0.507103946280399
ENST00000409443.4,ENSG00000198586.11,nonsense_mediated_decay,nonsense_mediated_decay,0.986776101748637
ENST00000565276.3,ENSG00000103227.16,nonsense_mediated_decay,nonsense_mediated_decay,0.762436254376971
ENST00000615061.2,ENSG00000196873.13,nonsense_mediated_decay,nonsense_mediated_decay,0.610365608043192
ENST00000510734.3,ENSG00000175416.10,nonsense_mediated_decay,nonsense_mediated_decay,0.97873844523578
ENST00000572485.3,ENSG00000181856.12,nonsense_mediated_decay,nonsense_mediated_decay,0.933263657808553
ENST00000273048.2,ENSG00000144567.8,nonsense_mediated_decay,nonsense_mediated_decay,0.781571152351647
ENST00000406979.4,ENSG00000144451.16,nonsense_mediated_decay,nonsense_mediated_decay,0.617880333694957
ENST00000560241.3,ENSG00000172349.14,nonsense_mediated_decay,nonsense_mediated_decay,0.981958921528052
ENST00000483855.3,ENSG00000161249.18,nonsense_mediated_decay,nonsense_mediated_decay,0.585656453075965
ENST00000299596.6,ENSG00000166471.8,nonsense_mediated_decay,nonsense_mediated_decay,0.897341489518835
ENST00000481169.3,ENSG00000047457.11,nonsense_mediated_decay,nonsense_mediated_decay,0.788578778907238
ENST00000404473.4,ENSG00000173124.12,nonsense_mediated_decay,nonsense_mediated_decay,0.786844755179784
ENST00000424090.3,ENSG00000168314.15,nonsense_mediated_decay,nonsense_mediated_decay,0.849417658280112
ENST00000453942.2,ENSG00000111224.11,nonsense_mediated_decay,nonsense_mediated_decay,0.977333242878356
ENST00000372920.1,ENSG00000101076.14,nonsense_mediated_decay,nonsense_mediated_decay,0.142643489116076
ENST00000490078.1,ENSG00000184831.11,nonsense_mediated_decay,nonsense_mediated_decay,0.990120561409604
ENST00000568964.3,ENSG00000103227.16,nonsense_mediated_decay,nonsense_mediated_decay,0.964420875624437
ENST00000465727.3,ENSG00000078808.14,nonsense_mediated_decay,nonsense_mediated_decay,0.945931564592479
ENST00000451081.3,ENSG00000091140.10,nonsense_mediated_decay,nonsense_mediated_decay,0.983086989196384
ENST00000457284.3,ENSG00000163964.11,nonsense_mediated_decay,nonsense_mediated_decay,0.940225388333005
ENST00000306049.7,ENSG00000172171.8,nonsense_mediated_decay,nonsense_mediated_decay,0.894117290349807
ENST00000479873.3,ENSG00000101104.10,nonsense_mediated_decay,nonsense_mediated_decay,0.93143137924897
ENST00000542460.3,ENSG00000105486.11,nonsense_mediated_decay,nonsense_mediated_decay,0.896139963127891
ENST00000594854.1,ENSG00000161652.10,nonsense_mediated_decay,nonsense_mediated_decay,0.926591185953366
ENST00000588388.3,ENSG00000131941.5,nonsense_mediated_decay,nonsense_mediated_decay,0.616179598029669
ENST00000524712.3,ENSG00000167207.9,nonsense_mediated_decay,nonsense_mediated_decay,0.887215902695008
ENST00000481024.3,ENSG00000198814.10,nonsense_mediated_decay,nonsense_mediated_decay,0.885425715845763
ENST00000505129.3,ENSG00000164253.10,nonsense_mediated_decay,nonsense_mediated_decay,0.967273315636478
ENST00000436414.3,ENSG00000157036.10,nonsense_mediated_decay,nonsense_mediated_decay,0.849951104890397
ENST00000598697.3,ENSG00000130529.13,nonsense_mediated_decay,nonsense_mediated_decay,0.663892698057871
ENST00000391623.6,ENSG00000137814.7,nonsense_mediated_decay,nonsense_mediated_decay,0.492713393252496
ENST00000551134.3,ENSG00000179088.12,nonsense_mediated_decay,nonsense_mediated_decay,0.91319097632991
ENST00000461627.1,ENSG00000197070.11,nonsense_mediated_decay,nonsense_mediated_decay,0.836457523906707
ENST00000496664.3,ENSG00000197381.13,nonsense_mediated_decay,nonsense_mediated_decay,0.718753614551203
ENST00000522567.3,ENSG00000133739.13,nonsense_mediated_decay,nonsense_mediated_decay,0.634877598524599
ENST00000586609.3,ENSG00000180061.7,nonsense_mediated_decay,nonsense_mediated_decay,0.916891656031864
ENST00000475323.3,ENSG00000137135.15,nonsense_mediated_decay,nonsense_mediated_decay,0.980351416491431
ENST00000586636.3,ENSG00000099622.11,nonsense_mediated_decay,nonsense_mediated_decay,0.911457569534755
ENST00000447062.2,ENSG00000142784.13,nonsense_mediated_decay,nonsense_mediated_decay,0.792463004452982
ENST00000448002.4,ENSG00000161040.14,nonsense_mediated_decay,nonsense_mediated_decay,0.803855404147923
ENST00000438630.3,ENSG00000119782.11,nonsense_mediated_decay,nonsense_mediated_decay,0.95531860345836
ENST00000575528.3,ENSG00000167699.11,nonsense_mediated_decay,nonsense_mediated_decay,0.802410775092073
ENST00000417464.4,ENSG00000183696.11,nonsense_mediated_decay,nonsense_mediated_decay,0.451052060247248
ENST00000571558.3,ENSG00000129197.12,nonsense_mediated_decay,nonsense_mediated_decay,0.448187443102349
ENST00000368262.5,ENSG00000163468.12,nonsense_mediated_decay,nonsense_mediated_decay,0.608228761634017
ENST00000437879.4,ENSG00000163395.14,nonsense_mediated_decay,nonsense_mediated_decay,0.958067876105287
ENST00000567442.1,ENSG00000261130.3,nonsense_mediated_decay,nonsense_mediated_decay,0.615807094232749
ENST00000409106.3,ENSG00000115084.10,nonsense_mediated_decay,nonsense_mediated_decay,0.984677312161118
ENST00000584605.3,ENSG00000266728.3,nonsense_mediated_decay,nonsense_mediated_decay,0.339340068352639
ENST00000438329.3,ENSG00000273899.2,nonsense_mediated_decay,nonsense_mediated_decay,0.895079267032033
ENST00000423973.3,ENSG00000197343.8,nonsense_mediated_decay,nonsense_mediated_decay,0.934697258393749
ENST00000562701.3,ENSG00000213658.8,nonsense_mediated_decay,nonsense_mediated_decay,0.986987619629512
ENST00000416494.4,ENSG00000084444.11,nonsense_mediated_decay,nonsense_mediated_decay,0.820191721934453
ENST00000342677.8,ENSG00000033170.14,nonsense_mediated_decay,nonsense_mediated_decay,0.928448205254487
ENST00000579221.3,ENSG00000108576.7,nonsense_mediated_decay,nonsense_mediated_decay,0.488496880558214
ENST00000554612.3,ENSG00000119689.12,nonsense_mediated_decay,nonsense_mediated_decay,0.267129829223331
ENST00000568561.3,ENSG00000103024.5,nonsense_mediated_decay,nonsense_mediated_decay,0.817069166244775
ENST00000596814.3,ENSG00000105053.8,nonsense_mediated_decay,nonsense_mediated_decay,0.72930521538411
ENST00000430285.3,ENSG00000160867.12,nonsense_mediated_decay,nonsense_mediated_decay,0.768356812313855
ENST00000506018.3,ENSG00000143257.9,nonsense_mediated_decay,nonsense_mediated_decay,0.885195397651329
ENST00000587311.3,ENSG00000108679.10,nonsense_mediated_decay,nonsense_mediated_decay,0.175851118198756
ENST00000523866.1,ENSG00000164933.9,nonsense_mediated_decay,nonsense_mediated_decay,0.721891119332147
ENST00000452281.3,ENSG00000115415.16,nonsense_mediated_decay,nonsense_mediated_decay,0.893362977164453
ENST00000509849.3,ENSG00000197603.11,nonsense_mediated_decay,nonsense_mediated_decay,0.963987181855205
ENST00000512070.4,ENSG00000038382.15,nonsense_mediated_decay,nonsense_mediated_decay,0.954540801209648
ENST00000597379.3,ENSG00000167755.11,nonsense_mediated_decay,nonsense_mediated_decay,0.758505176765267
ENST00000460425.1,ENSG00000128805.12,nonsense_mediated_decay,nonsense_mediated_decay,0.862156994581353
ENST00000528594.3,ENSG00000019144.14,nonsense_mediated_decay,nonsense_mediated_decay,0.95409403389591
ENST00000487559.1,ENSG00000116285.10,nonsense_mediated_decay,nonsense_mediated_decay,0.46145531831472
ENST00000565062.3,ENSG00000141013.12,nonsense_mediated_decay,nonsense_mediated_decay,0.735913350226943
ENST00000417344.2,ENSG00000129315.7,nonsense_mediated_decay,nonsense_mediated_decay,0.776861844645111
ENST00000556597.1,ENSG00000088808.14,nonsense_mediated_decay,nonsense_mediated_decay,0.952612756476971
ENST00000595937.3,ENSG00000182264.6,nonsense_mediated_decay,nonsense_mediated_decay,0.980637574285373
ENST00000394261.2,ENSG00000134115.10,nonsense_mediated_decay,nonsense_mediated_decay,0.744594739916119
ENST00000478595.1,ENSG00000091972.16,nonsense_mediated_decay,nonsense_mediated_decay,0.161401159163374
ENST00000460465.3,ENSG00000008128.20,nonsense_mediated_decay,nonsense_mediated_decay,0.974497160146617
ENST00000496959.3,ENSG00000135679.19,nonsense_mediated_decay,nonsense_mediated_decay,0.696776858928319
ENST00000355638.6,ENSG00000073670.11,nonsense_mediated_decay,nonsense_mediated_decay,0.605454871299042
ENST00000546807.3,ENSG00000161634.9,nonsense_mediated_decay,nonsense_mediated_decay,0.959124394800238
ENST00000393639.6,ENSG00000063761.13,nonsense_mediated_decay,nonsense_mediated_decay,0.944402259057607
ENST00000418047.3,ENSG00000248751.4,nonsense_mediated_decay,nonsense_mediated_decay,0.981148001972014
ENST00000566849.3,ENSG00000140265.10,nonsense_mediated_decay,nonsense_mediated_decay,0.503962767242166
ENST00000414826.1,ENSG00000177694.12,nonsense_mediated_decay,nonsense_mediated_decay,0.769797362125458
ENST00000395491.4,ENSG00000034152.16,nonsense_mediated_decay,nonsense_mediated_decay,0.675400800666819
ENST00000487726.3,ENSG00000164076.14,nonsense_mediated_decay,nonsense_mediated_decay,0.518744180919186
ENST00000399425.4,ENSG00000198795.8,nonsense_mediated_decay,nonsense_mediated_decay,0.890931844756449
ENST00000485775.3,ENSG00000143093.12,nonsense_mediated_decay,nonsense_mediated_decay,0.84262744326311
ENST00000261203.5,ENSG00000111052.5,nonsense_mediated_decay,nonsense_mediated_decay,0.685115977722611
ENST00000414029.1,ENSG00000213699.6,nonsense_mediated_decay,nonsense_mediated_decay,0.0745387840825459
ENST00000243040.8,ENSG00000123349.11,nonsense_mediated_decay,nonsense_mediated_decay,0.584575406033545
ENST00000511969.2,ENSG00000151611.11,nonsense_mediated_decay,nonsense_mediated_decay,0.861520996435913
ENST00000461073.3,ENSG00000204351.9,nonsense_mediated_decay,nonsense_mediated_decay,0.939944051224336
ENST00000456057.3,ENSG00000124593.12,nonsense_mediated_decay,nonsense_mediated_decay,0.990740842406591
ENST00000575135.3,ENSG00000166676.12,nonsense_mediated_decay,nonsense_mediated_decay,0.957024673004794
ENST00000529504.3,ENSG00000140798.13,nonsense_mediated_decay,nonsense_mediated_decay,0.962803243005131
ENST00000409902.3,ENSG00000197044.8,nonsense_mediated_decay,nonsense_mediated_decay,0.229463767178648
ENST00000560928.3,ENSG00000103855.15,nonsense_mediated_decay,nonsense_mediated_decay,0.117330475907423
ENST00000528140.3,ENSG00000118513.16,nonsense_mediated_decay,nonsense_mediated_decay,0.979834625050453
ENST00000559726.3,ENSG00000104043.12,nonsense_mediated_decay,nonsense_mediated_decay,0.507323549989877
ENST00000544342.1,ENSG00000256029.3,nonsense_mediated_decay,nonsense_mediated_decay,0.600237546604139
ENST00000487587.2,ENSG00000101109.9,nonsense_mediated_decay,nonsense_mediated_decay,0.700921729144412
ENST00000485399.3,ENSG00000125967.14,nonsense_mediated_decay,nonsense_mediated_decay,0.89111287527048
ENST00000466270.3,ENSG00000203791.11,nonsense_mediated_decay,nonsense_mediated_decay,0.242070732546012
ENST00000460813.3,ENSG00000163617.8,nonsense_mediated_decay,nonsense_mediated_decay,0.993320635963835
ENST00000592850.3,ENSG00000185379.18,nonsense_mediated_decay,nonsense_mediated_decay,0.608040834799211
ENST00000613284.1,ENSG00000268350.5,nonsense_mediated_decay,nonsense_mediated_decay,0.928383470552582
ENST00000486725.1,ENSG00000163785.10,nonsense_mediated_decay,nonsense_mediated_decay,0.540908934980314
ENST00000436747.3,ENSG00000180902.14,nonsense_mediated_decay,nonsense_mediated_decay,0.989544629381758
ENST00000442270.3,ENSG00000196440.9,nonsense_mediated_decay,nonsense_mediated_decay,0.987161359490268
ENST00000558906.3,ENSG00000104043.12,nonsense_mediated_decay,nonsense_mediated_decay,0.745946946074214
ENST00000396196.4,ENSG00000151116.14,nonsense_mediated_decay,nonsense_mediated_decay,0.636915524552781
ENST00000424906.3,ENSG00000164053.15,nonsense_mediated_decay,nonsense_mediated_decay,0.488706713546096
ENST00000588183.3,ENSG00000167220.9,nonsense_mediated_decay,nonsense_mediated_decay,0.341020528594231
ENST00000539580.3,ENSG00000136003.13,nonsense_mediated_decay,nonsense_mediated_decay,0.974040256609858
ENST00000601674.3,ENSG00000268107.3,nonsense_mediated_decay,nonsense_mediated_decay,0.942989046909187
ENST00000560536.3,ENSG00000169918.7,nonsense_mediated_decay,nonsense_mediated_decay,0.789287578763141
ENST00000536343.3,ENSG00000102858.10,nonsense_mediated_decay,nonsense_mediated_decay,0.984333159276602
