id,gene_id,transcript_type,Class,prob
ENST00000547905.3,ENSG00000161800.10,protein_coding,not_nmd,0.58067338489973
ENST00000389386.5,ENSG00000075399.10,protein_coding,not_nmd,0.0764383916882215
ENST00000468065.3,ENSG00000168615.9,nonsense_mediated_decay,nonsense_mediated_decay,0.967321422052092
ENST00000361927.6,ENSG00000198756.8,protein_coding,not_nmd,0.270029841160679
ENST00000443061.1,ENSG00000141052.15,protein_coding,not_nmd,0.0518779952654671
ENST00000613319.2,ENSG00000171509.13,protein_coding,not_nmd,0.772447605686794
ENST00000426706.4,ENSG00000174175.14,protein_coding,not_nmd,0.516152911544179
ENST00000514743.3,ENSG00000163110.12,protein_coding,not_nmd,0.0311566307738979
ENST00000538336.3,ENSG00000122642.8,protein_coding,not_nmd,0.0848041005448058
ENST00000378643.5,ENSG00000221829.7,protein_coding,not_nmd,0.728941443941279
ENST00000416494.4,ENSG00000084444.11,nonsense_mediated_decay,nonsense_mediated_decay,0.849644655260184
ENST00000507897.3,ENSG00000213204.6,nonsense_mediated_decay,nonsense_mediated_decay,0.965072269335123
ENST00000488497.5,ENSG00000163714.15,nonsense_mediated_decay,nonsense_mediated_decay,0.863903498532287
ENST00000602885.3,ENSG00000270106.3,nonsense_mediated_decay,nonsense_mediated_decay,0.386259748794837
ENST00000523816.3,ENSG00000133943.18,protein_coding,not_nmd,0.48787116095688
ENST00000539024.3,ENSG00000051825.12,nonsense_mediated_decay,nonsense_mediated_decay,0.826788249207027
ENST00000253496.3,ENSG00000131187.7,protein_coding,not_nmd,0.0752441497737839
ENST00000447062.2,ENSG00000142784.13,nonsense_mediated_decay,nonsense_mediated_decay,0.74608489815092
ENST00000487065.3,ENSG00000118007.10,nonsense_mediated_decay,nonsense_mediated_decay,0.928553343761772
ENST00000368299.5,ENSG00000160789.17,protein_coding,not_nmd,0.228649818354778
ENST00000473637.4,ENSG00000141568.17,nonsense_mediated_decay,nonsense_mediated_decay,0.859742379628021
ENST00000545496.3,ENSG00000157399.12,protein_coding,not_nmd,0.430968185843411
ENST00000581486.3,ENSG00000266412.3,protein_coding,not_nmd,0.0948091083876269
ENST00000514745.3,ENSG00000157426.11,nonsense_mediated_decay,nonsense_mediated_decay,0.931114526031829
ENST00000548513.3,ENSG00000166006.10,protein_coding,not_nmd,0.247101048271641
ENST00000259021.6,ENSG00000136504.9,protein_coding,not_nmd,0.0838536818446391
ENST00000325006.5,ENSG00000158467.14,protein_coding,not_nmd,0.0419573292327806
ENST00000468734.1,ENSG00000172578.9,nonsense_mediated_decay,nonsense_mediated_decay,0.791808299989808
ENST00000531788.3,ENSG00000135541.18,nonsense_mediated_decay,nonsense_mediated_decay,0.959323566752074
ENST00000531925.3,ENSG00000130270.14,nonsense_mediated_decay,nonsense_mediated_decay,0.985168313403444
ENST00000417069.4,ENSG00000197217.10,protein_coding,not_nmd,0.283816747692679
ENST00000589632.3,ENSG00000189144.11,nonsense_mediated_decay,nonsense_mediated_decay,0.628677193124917
ENST00000308675.5,ENSG00000174482.8,protein_coding,not_nmd,0.217193132197059
ENST00000375053.4,ENSG00000102316.14,protein_coding,not_nmd,0.2188051784305
ENST00000467265.3,ENSG00000163219.9,protein_coding,not_nmd,0.403959954747419
ENST00000540437.3,ENSG00000127054.16,protein_coding,not_nmd,0.747622851305154
ENST00000601355.1,ENSG00000083807.7,protein_coding,not_nmd,0.0400541116271788
ENST00000396576.4,ENSG00000165995.16,protein_coding,not_nmd,0.197709668242763
ENST00000416006.5,ENSG00000102910.11,nonsense_mediated_decay,nonsense_mediated_decay,0.851354706283427
ENST00000445413.4,ENSG00000138658.13,nonsense_mediated_decay,nonsense_mediated_decay,0.93435621502911
ENST00000467909.3,ENSG00000143036.14,protein_coding,not_nmd,0.152909215503603
ENST00000443786.2,ENSG00000214367.5,protein_coding,not_nmd,0.36806558223269
ENST00000557924.3,ENSG00000137776.14,nonsense_mediated_decay,nonsense_mediated_decay,0.820893189346717
ENST00000582809.3,ENSG00000146872.15,protein_coding,not_nmd,0.663882205045036
ENST00000597937.3,ENSG00000127527.11,protein_coding,not_nmd,0.0267669243481121
ENST00000315366.7,ENSG00000180801.12,protein_coding,not_nmd,0.031356888646242
ENST00000456584.3,ENSG00000011454.14,nonsense_mediated_decay,nonsense_mediated_decay,0.97263307408072
ENST00000588361.1,ENSG00000127663.12,protein_coding,not_nmd,0.0305116980514706
ENST00000446803.4,ENSG00000065882.13,protein_coding,not_nmd,0.266072607440622
ENST00000354685.5,ENSG00000179532.10,protein_coding,not_nmd,0.348241047647722
ENST00000377658.6,ENSG00000162413.14,protein_coding,not_nmd,0.0105797411439756
ENST00000378784.6,ENSG00000102445.16,protein_coding,not_nmd,0.12036577139035
ENST00000611173.1,ENSG00000148357.14,protein_coding,not_nmd,0.07432683771075
ENST00000315251.8,ENSG00000016391.8,protein_coding,not_nmd,0.0879745145141565
ENST00000368815.4,ENSG00000107938.15,nonsense_mediated_decay,nonsense_mediated_decay,0.963049008139833
ENST00000560002.3,ENSG00000137871.17,nonsense_mediated_decay,nonsense_mediated_decay,0.970263923886404
ENST00000307364.8,ENSG00000225697.8,nonsense_mediated_decay,nonsense_mediated_decay,0.868214439753039
ENST00000546590.2,ENSG00000179104.6,nonsense_mediated_decay,nonsense_mediated_decay,0.148062374406702
ENST00000466493.3,ENSG00000204130.10,nonsense_mediated_decay,nonsense_mediated_decay,0.855210921166536
ENST00000280800.4,ENSG00000151176.5,protein_coding,not_nmd,0.0250970092305741
ENST00000262776.5,ENSG00000108679.10,protein_coding,not_nmd,0.412075918417738
ENST00000420973.3,ENSG00000090539.13,nonsense_mediated_decay,nonsense_mediated_decay,0.919968245255644
ENST00000460851.3,ENSG00000144895.9,protein_coding,not_nmd,0.211253071474574
ENST00000341455.8,ENSG00000180376.14,nonsense_mediated_decay,nonsense_mediated_decay,0.923690148017329
ENST00000470455.3,ENSG00000114573.7,nonsense_mediated_decay,nonsense_mediated_decay,0.379003788163924
ENST00000528443.4,ENSG00000143337.16,protein_coding,not_nmd,0.163999134430204
ENST00000399469.2,ENSG00000095951.14,nonsense_mediated_decay,nonsense_mediated_decay,0.173383189001478
ENST00000463622.4,ENSG00000092108.18,nonsense_mediated_decay,nonsense_mediated_decay,0.387179979630361
ENST00000553131.3,ENSG00000065361.12,protein_coding,not_nmd,0.396822578741416
ENST00000475993.1,ENSG00000204574.10,nonsense_mediated_decay,nonsense_mediated_decay,0.784372783979941
ENST00000616482.2,ENSG00000131503.18,protein_coding,not_nmd,0.150759524419
ENST00000458722.3,ENSG00000059377.13,protein_coding,not_nmd,0.152440835513826
ENST00000515171.3,ENSG00000173210.17,nonsense_mediated_decay,nonsense_mediated_decay,0.318642092102251
ENST00000522066.3,ENSG00000204764.10,nonsense_mediated_decay,nonsense_mediated_decay,0.962327474315028
ENST00000530681.1,ENSG00000259159.3,nonsense_mediated_decay,nonsense_mediated_decay,0.91380421397613
ENST00000531404.1,ENSG00000166004.12,protein_coding,not_nmd,0.435865387982609
ENST00000240731.4,ENSG00000121417.11,protein_coding,not_nmd,0.0251271413286079
ENST00000378757.4,ENSG00000123240.14,protein_coding,not_nmd,0.0588252398412861
ENST00000406979.4,ENSG00000144451.16,nonsense_mediated_decay,nonsense_mediated_decay,0.764973366284518
ENST00000470531.3,ENSG00000170004.14,nonsense_mediated_decay,nonsense_mediated_decay,0.380399408131718
ENST00000522567.3,ENSG00000133739.13,nonsense_mediated_decay,nonsense_mediated_decay,0.588004620759781
ENST00000262370.9,ENSG00000102858.10,protein_coding,not_nmd,0.130445713217987
ENST00000601717.3,ENSG00000104951.13,nonsense_mediated_decay,nonsense_mediated_decay,0.655431737398592
ENST00000345114.7,ENSG00000009950.13,nonsense_mediated_decay,nonsense_mediated_decay,0.961821578956873
ENST00000454175.1,ENSG00000196652.9,nonsense_mediated_decay,nonsense_mediated_decay,0.193715499293544
ENST00000234626.8,ENSG00000097046.10,protein_coding,not_nmd,0.074175763736184
ENST00000438530.3,ENSG00000033867.14,nonsense_mediated_decay,nonsense_mediated_decay,0.974958134515767
ENST00000448770.3,ENSG00000125630.13,nonsense_mediated_decay,nonsense_mediated_decay,0.423868489229392
ENST00000429411.3,ENSG00000100099.18,nonsense_mediated_decay,nonsense_mediated_decay,0.387881602442549
ENST00000263812.6,ENSG00000115840.11,nonsense_mediated_decay,nonsense_mediated_decay,0.369447138387481
ENST00000527098.3,ENSG00000127054.16,nonsense_mediated_decay,nonsense_mediated_decay,0.626544822255331
ENST00000380553.6,ENSG00000049540.14,protein_coding,not_nmd,0.0473001917284738
ENST00000542467.1,ENSG00000162341.13,protein_coding,not_nmd,0.0937495428706039
ENST00000355638.6,ENSG00000073670.11,nonsense_mediated_decay,nonsense_mediated_decay,0.484947860339802
ENST00000479991.1,ENSG00000242732.4,nonsense_mediated_decay,nonsense_mediated_decay,0.358096202009898
ENST00000409183.3,ENSG00000119844.12,protein_coding,not_nmd,0.0640831052386959
ENST00000478361.4,ENSG00000119912.13,nonsense_mediated_decay,nonsense_mediated_decay,0.980469317120135
ENST00000494798.1,ENSG00000153283.10,nonsense_mediated_decay,nonsense_mediated_decay,0.821776393773165
ENST00000546636.3,ENSG00000110911.12,nonsense_mediated_decay,nonsense_mediated_decay,0.858697219570076
ENST00000547232.3,ENSG00000173588.12,nonsense_mediated_decay,nonsense_mediated_decay,0.947717766345909
ENST00000546079.3,ENSG00000104853.13,protein_coding,not_nmd,0.629293096379193
ENST00000530782.3,ENSG00000154760.11,nonsense_mediated_decay,nonsense_mediated_decay,0.480524256536787
ENST00000611150.1,ENSG00000248333.5,nonsense_mediated_decay,nonsense_mediated_decay,0.821116657387247
ENST00000331366.7,ENSG00000139117.11,protein_coding,not_nmd,0.0423098888515359
ENST00000521082.3,ENSG00000122550.15,nonsense_mediated_decay,nonsense_mediated_decay,0.395862874349853
ENST00000532224.3,ENSG00000134242.13,nonsense_mediated_decay,nonsense_mediated_decay,0.626590411293956
ENST00000588268.3,ENSG00000197808.9,protein_coding,not_nmd,0.165641918315993
ENST00000606205.3,ENSG00000110436.9,protein_coding,not_nmd,0.096793107568093
ENST00000336604.6,ENSG00000010295.17,protein_coding,not_nmd,0.0673311551216789
ENST00000553096.3,ENSG00000127325.16,protein_coding,not_nmd,0.0864133804916033
ENST00000600519.3,ENSG00000167483.15,nonsense_mediated_decay,nonsense_mediated_decay,0.881070119233125
ENST00000368827.8,ENSG00000182134.13,protein_coding,not_nmd,0.385413382954069
ENST00000314686.7,ENSG00000177873.10,protein_coding,not_nmd,0.704555053369053
ENST00000435406.4,ENSG00000135506.13,protein_coding,not_nmd,0.0466204014949618
ENST00000543025.3,ENSG00000089094.14,nonsense_mediated_decay,nonsense_mediated_decay,0.685177403363553
ENST00000534574.3,ENSG00000110324.7,nonsense_mediated_decay,nonsense_mediated_decay,0.375572964320284
ENST00000354599.8,ENSG00000005801.14,protein_coding,not_nmd,0.0462117766741093
ENST00000377047.6,ENSG00000183098.8,protein_coding,not_nmd,0.281884305339646
ENST00000546892.4,ENSG00000166183.13,protein_coding,not_nmd,0.102668419063629
ENST00000478811.4,ENSG00000139865.14,nonsense_mediated_decay,nonsense_mediated_decay,0.945943733869689
ENST00000485638.3,ENSG00000137941.14,nonsense_mediated_decay,nonsense_mediated_decay,0.933698889874329
ENST00000406246.5,ENSG00000173039.16,protein_coding,not_nmd,0.179501261772623
ENST00000610350.2,ENSG00000274226.2,protein_coding,not_nmd,0.0769449839178653
ENST00000484417.3,ENSG00000101452.12,nonsense_mediated_decay,nonsense_mediated_decay,0.431455290430961
ENST00000565874.3,ENSG00000140848.14,protein_coding,not_nmd,0.158571974745146
ENST00000389040.7,ENSG00000141252.17,nonsense_mediated_decay,nonsense_mediated_decay,0.92854930856272
ENST00000454295.4,ENSG00000152939.12,protein_coding,not_nmd,0.0233397086513421
ENST00000513963.1,ENSG00000251569.1,protein_coding,not_nmd,0.0760858132164341
ENST00000533065.3,ENSG00000147642.14,protein_coding,not_nmd,0.210164033225131
ENST00000585941.3,ENSG00000005156.9,protein_coding,not_nmd,0.118005085267044
ENST00000405413.4,ENSG00000173083.12,protein_coding,not_nmd,0.0570905033677075
ENST00000310836.8,ENSG00000174607.8,protein_coding,not_nmd,0.157594555577568
ENST00000398868.5,ENSG00000184743.10,protein_coding,not_nmd,0.0987717125147315
ENST00000542575.4,ENSG00000105281.10,protein_coding,not_nmd,0.522601694017405
ENST00000577597.3,ENSG00000198909.5,nonsense_mediated_decay,nonsense_mediated_decay,0.810129845901397
ENST00000369912.2,ENSG00000007350.14,protein_coding,not_nmd,0.302933988584354
ENST00000380328.4,ENSG00000160191.15,protein_coding,not_nmd,0.134186878245425
ENST00000566304.3,ENSG00000213614.7,protein_coding,not_nmd,0.148139412767116
ENST00000374382.3,ENSG00000130055.11,protein_coding,not_nmd,0.280722561579805
ENST00000515800.4,ENSG00000145715.12,nonsense_mediated_decay,nonsense_mediated_decay,0.955942839228488
ENST00000526088.3,ENSG00000197580.9,protein_coding,not_nmd,0.0748326732388643
ENST00000542778.3,ENSG00000185049.10,protein_coding,not_nmd,0.138092581847104
ENST00000378561.3,ENSG00000005238.17,protein_coding,not_nmd,0.505077412774327
ENST00000461386.3,ENSG00000126001.13,nonsense_mediated_decay,nonsense_mediated_decay,0.865306108859468
ENST00000563428.3,ENSG00000103168.14,nonsense_mediated_decay,nonsense_mediated_decay,0.79802134557845
ENST00000581375.3,ENSG00000130935.7,nonsense_mediated_decay,nonsense_mediated_decay,0.73586807170534
ENST00000306503.5,ENSG00000171150.7,protein_coding,not_nmd,0.0139068275875269
ENST00000368373.5,ENSG00000177628.13,protein_coding,not_nmd,0.10070879466885
ENST00000470466.3,ENSG00000055208.15,nonsense_mediated_decay,nonsense_mediated_decay,0.95205361563617
ENST00000209929.7,ENSG00000094963.11,protein_coding,not_nmd,0.0808011317433313
ENST00000588388.3,ENSG00000131941.5,nonsense_mediated_decay,nonsense_mediated_decay,0.66606663473733
ENST00000334163.3,ENSG00000186141.6,protein_coding,not_nmd,0.17003787973044
ENST00000408938.2,ENSG00000221909.2,protein_coding,not_nmd,0.0940322843797822
ENST00000615676.1,ENSG00000185728.14,nonsense_mediated_decay,nonsense_mediated_decay,0.0909786751525121
ENST00000360568.5,ENSG00000072682.16,protein_coding,not_nmd,0.452918556414522
ENST00000397902.4,ENSG00000196605.5,protein_coding,not_nmd,0.498688175530098
ENST00000586195.3,ENSG00000125746.12,nonsense_mediated_decay,nonsense_mediated_decay,0.200402306496281
ENST00000622555.1,ENSG00000182077.8,protein_coding,not_nmd,0.149063471579332
ENST00000309156.6,ENSG00000141738.11,protein_coding,not_nmd,0.342845040851741
ENST00000495659.4,ENSG00000204852.13,nonsense_mediated_decay,nonsense_mediated_decay,0.367958379541934
ENST00000451717.3,ENSG00000131831.15,protein_coding,not_nmd,0.0429099415360418
ENST00000446444.1,ENSG00000213759.6,protein_coding,not_nmd,0.112904157195985
ENST00000340339.4,ENSG00000159618.13,protein_coding,not_nmd,0.248274875025401
ENST00000449089.4,ENSG00000187239.14,protein_coding,not_nmd,0.11648716156154
ENST00000592077.3,ENSG00000168096.12,nonsense_mediated_decay,nonsense_mediated_decay,0.645914881469226
ENST00000372108.7,ENSG00000148308.15,protein_coding,not_nmd,0.0360557243445914
ENST00000398367.1,ENSG00000160185.11,protein_coding,not_nmd,0.101992147786442
ENST00000592704.3,ENSG00000167881.12,nonsense_mediated_decay,nonsense_mediated_decay,0.386960858291881
ENST00000615951.2,ENSG00000248333.5,nonsense_mediated_decay,nonsense_mediated_decay,0.821116657387247
ENST00000477024.3,ENSG00000157445.12,nonsense_mediated_decay,nonsense_mediated_decay,0.939974645246717
ENST00000523303.3,ENSG00000104299.12,nonsense_mediated_decay,nonsense_mediated_decay,0.967297233869914
ENST00000302506.5,ENSG00000164045.9,protein_coding,not_nmd,0.27535319964295
ENST00000331162.6,ENSG00000185177.10,protein_coding,not_nmd,0.275415244225041
ENST00000360951.6,ENSG00000078487.15,protein_coding,not_nmd,0.252507784478108
ENST00000448552.4,ENSG00000168802.10,protein_coding,not_nmd,0.064264663199384
ENST00000452281.3,ENSG00000115415.16,nonsense_mediated_decay,nonsense_mediated_decay,0.929758331425079
ENST00000531273.3,ENSG00000166181.10,protein_coding,not_nmd,0.191021160698708
ENST00000267119.5,ENSG00000139648.6,protein_coding,not_nmd,0.0636499399087773
ENST00000392021.5,ENSG00000085978.19,nonsense_mediated_decay,nonsense_mediated_decay,0.252378742881787
ENST00000399187.3,ENSG00000171962.15,protein_coding,not_nmd,0.163329400839705
ENST00000383032.3,ENSG00000092377.11,protein_coding,not_nmd,0.722978559057771
ENST00000312196.6,ENSG00000005302.15,protein_coding,not_nmd,0.116193556274999
ENST00000509023.3,ENSG00000064692.16,nonsense_mediated_decay,nonsense_mediated_decay,0.112207203530243
ENSTR0000244174.7,ENSGR0000124334.14,protein_coding,not_nmd,0.215364646835563
ENST00000425608.3,ENSG00000004534.12,nonsense_mediated_decay,nonsense_mediated_decay,0.873409573788631
ENST00000586955.3,ENSG00000132024.15,nonsense_mediated_decay,nonsense_mediated_decay,0.834512855714621
ENST00000379484.7,ENSG00000012174.9,protein_coding,not_nmd,0.0488891963542872
ENST00000494154.4,ENSG00000177873.10,nonsense_mediated_decay,nonsense_mediated_decay,0.51170035357424
ENST00000540035.3,ENSG00000079101.14,protein_coding,not_nmd,0.220357986504961
ENST00000409106.3,ENSG00000115084.10,nonsense_mediated_decay,nonsense_mediated_decay,0.978974107383226
ENST00000479633.2,ENSG00000269891.2,nonsense_mediated_decay,nonsense_mediated_decay,0.961708814101899
ENST00000619584.2,ENSG00000018869.14,protein_coding,not_nmd,0.187422525271984
ENST00000326153.6,ENSG00000178605.10,protein_coding,not_nmd,0.035079659189523
ENST00000422328.3,ENSG00000059377.13,nonsense_mediated_decay,nonsense_mediated_decay,0.247701746746333
ENST00000460813.3,ENSG00000163617.8,nonsense_mediated_decay,nonsense_mediated_decay,0.990630429325956
ENST00000268793.4,ENSG00000141096.4,protein_coding,not_nmd,0.402636739310195
ENST00000433818.4,ENSG00000149262.14,nonsense_mediated_decay,nonsense_mediated_decay,0.97568845146503
ENST00000443785.3,ENSG00000159086.12,nonsense_mediated_decay,nonsense_mediated_decay,0.965578638800679
ENST00000452250.3,ENSG00000198089.12,nonsense_mediated_decay,nonsense_mediated_decay,0.90865694048811
ENST00000251047.5,ENSG00000074695.5,protein_coding,not_nmd,0.244119135189434
ENST00000405334.3,ENSG00000055332.14,protein_coding,not_nmd,0.130350018237838
ENST00000619655.2,ENSG00000271447.3,nonsense_mediated_decay,nonsense_mediated_decay,0.907748829459091
ENST00000402472.2,ENSG00000073150.11,nonsense_mediated_decay,nonsense_mediated_decay,0.667357270919878
ENST00000542333.3,ENSG00000187555.12,nonsense_mediated_decay,nonsense_mediated_decay,0.958600336994623
ENST00000526924.3,ENSG00000161692.15,nonsense_mediated_decay,nonsense_mediated_decay,0.514171161120599
ENST00000430447.3,ENSG00000172456.14,nonsense_mediated_decay,nonsense_mediated_decay,0.910534024694663
ENST00000471389.3,ENSG00000140718.16,protein_coding,not_nmd,0.0781347565115163
ENST00000318197.8,ENSG00000139151.12,nonsense_mediated_decay,nonsense_mediated_decay,0.754750219551114
ENST00000491143.2,ENSG00000119547.5,protein_coding,not_nmd,0.011497761226757
ENST00000540108.1,ENSG00000135100.15,nonsense_mediated_decay,nonsense_mediated_decay,0.334758918103231
ENST00000547545.1,ENSG00000166987.12,nonsense_mediated_decay,nonsense_mediated_decay,0.957467184496794
ENST00000590156.3,ENSG00000152234.13,nonsense_mediated_decay,nonsense_mediated_decay,0.480302180650939
ENST00000368476.3,ENSG00000160716.4,protein_coding,not_nmd,0.176852220683032
ENST00000420940.4,ENSG00000114742.11,nonsense_mediated_decay,nonsense_mediated_decay,0.897199345868355
ENST00000515059.3,ENSG00000138696.8,protein_coding,not_nmd,0.139900931049111
ENST00000560241.3,ENSG00000172349.14,nonsense_mediated_decay,nonsense_mediated_decay,0.968715211914584
ENST00000573028.3,ENSG00000141252.17,nonsense_mediated_decay,nonsense_mediated_decay,0.829842520850069
ENST00000368262.5,ENSG00000163468.12,nonsense_mediated_decay,nonsense_mediated_decay,0.757061152010316
ENST00000538576.3,ENSG00000155380.9,protein_coding,not_nmd,0.199036998468297
ENST00000392500.5,ENSG00000111860.11,protein_coding,not_nmd,0.263974009501838
ENST00000414170.5,ENSG00000166035.8,protein_coding,not_nmd,0.259169525445654
ENST00000371755.5,ENSG00000112759.14,protein_coding,not_nmd,0.069669647974833
ENST00000397060.6,ENSG00000124564.15,protein_coding,not_nmd,0.339712321181132
ENST00000463721.3,ENSG00000114786.13,nonsense_mediated_decay,nonsense_mediated_decay,0.615228465180953
ENST00000475846.4,ENSG00000135541.18,nonsense_mediated_decay,nonsense_mediated_decay,0.96248760253823
ENST00000224356.4,ENSG00000095596.9,protein_coding,not_nmd,0.110550148071405
ENST00000306320.9,ENSG00000154153.11,protein_coding,not_nmd,0.0646077144885294
ENST00000371199.5,ENSG00000101966.10,protein_coding,not_nmd,0.0573275649597929
ENST00000481109.3,ENSG00000112739.14,nonsense_mediated_decay,nonsense_mediated_decay,0.975049601075973
ENST00000367005.6,ENSG00000117625.11,protein_coding,not_nmd,0.133089764407333
ENST00000446230.4,ENSG00000134627.9,nonsense_mediated_decay,nonsense_mediated_decay,0.965174079144875
ENST00000472026.3,ENSG00000178075.17,protein_coding,not_nmd,0.116425141585715
ENST00000574110.3,ENSG00000105176.15,nonsense_mediated_decay,nonsense_mediated_decay,0.474291365509564
ENST00000268758.11,ENSG00000087111.18,nonsense_mediated_decay,nonsense_mediated_decay,0.12109800182156
ENST00000269300.6,ENSG00000141506.11,nonsense_mediated_decay,nonsense_mediated_decay,0.775899432274072
ENST00000530446.3,ENSG00000172977.10,protein_coding,not_nmd,0.0808757584921795
ENST00000463087.3,ENSG00000154040.18,nonsense_mediated_decay,nonsense_mediated_decay,0.863520988883978
ENST00000458356.3,ENSG00000184012.9,protein_coding,not_nmd,0.111802928715366
ENST00000367667.3,ENSG00000143207.17,nonsense_mediated_decay,nonsense_mediated_decay,0.315037151208753
ENST00000393208.4,ENSG00000172530.17,protein_coding,not_nmd,0.221026151331886
ENST00000261558.5,ENSG00000053770.9,protein_coding,not_nmd,0.0651369486487715
ENST00000435154.5,ENSG00000147813.13,protein_coding,not_nmd,0.121686575739422
ENST00000577509.3,ENSG00000161513.9,nonsense_mediated_decay,nonsense_mediated_decay,0.270737825023109
ENST00000372919.6,ENSG00000138279.13,protein_coding,not_nmd,0.0947144100101568
ENST00000444040.4,ENSG00000144736.11,nonsense_mediated_decay,nonsense_mediated_decay,0.633100786680576
ENST00000452839.3,ENSG00000082258.10,nonsense_mediated_decay,nonsense_mediated_decay,0.891471482667079
ENST00000514215.3,ENSG00000198780.9,nonsense_mediated_decay,nonsense_mediated_decay,0.343921328841218
ENST00000528412.3,ENSG00000167646.11,nonsense_mediated_decay,nonsense_mediated_decay,0.572036669432004
ENST00000204549.6,ENSG00000090470.12,protein_coding,not_nmd,0.0711083367212012
ENST00000545230.3,ENSG00000157423.15,nonsense_mediated_decay,nonsense_mediated_decay,0.968149513935759
ENST00000417750.3,ENSG00000139636.13,nonsense_mediated_decay,nonsense_mediated_decay,0.703876893226489
ENST00000588732.3,ENSG00000140632.14,nonsense_mediated_decay,nonsense_mediated_decay,0.900801633787479
ENST00000270776.10,ENSG00000142657.18,protein_coding,not_nmd,0.0841780237844582
ENST00000520448.3,ENSG00000042980.10,nonsense_mediated_decay,nonsense_mediated_decay,0.990723147559232
ENST00000536187.4,ENSG00000167535.5,protein_coding,not_nmd,0.137953230339183
ENST00000568808.3,ENSG00000260916.3,nonsense_mediated_decay,nonsense_mediated_decay,0.689076419729251
ENST00000568395.1,ENSG00000260565.4,lincRNA,not_nmd,0.0801848555228679
ENST00000619707.2,ENSG00000147894.12,protein_coding,not_nmd,0.0641841816766582
ENST00000560928.3,ENSG00000103855.15,nonsense_mediated_decay,nonsense_mediated_decay,0.282121068952608
ENST00000518913.3,ENSG00000168487.15,nonsense_mediated_decay,nonsense_mediated_decay,0.81864507736763
ENST00000246802.7,ENSG00000105373.16,protein_coding,not_nmd,0.118723311202266
ENST00000306108.7,ENSG00000171103.8,protein_coding,not_nmd,0.134868180969493
ENST00000430479.3,ENSG00000006468.11,protein_coding,not_nmd,0.392535457182226
ENST00000557061.3,ENSG00000100767.13,nonsense_mediated_decay,nonsense_mediated_decay,0.261848553731725
ENST00000621494.1,ENSG00000089916.15,protein_coding,not_nmd,0.0231893757684045
ENST00000396276.5,ENSG00000106066.11,protein_coding,not_nmd,0.25902270285001
ENST00000296479.7,ENSG00000164082.12,nonsense_mediated_decay,nonsense_mediated_decay,0.896923293186825
ENST00000422503.4,ENSG00000168658.16,nonsense_mediated_decay,nonsense_mediated_decay,0.43679385218003
ENST00000479339.3,ENSG00000153721.15,protein_coding,not_nmd,0.630122937712689
ENST00000531487.1,ENSG00000255561.4,nonsense_mediated_decay,nonsense_mediated_decay,0.332980504861136
ENST00000437473.4,ENSG00000081189.11,protein_coding,not_nmd,0.268501174787673
ENST00000388767.5,ENSG00000167549.16,protein_coding,not_nmd,0.0318307481576775
ENST00000438393.3,ENSG00000100425.16,nonsense_mediated_decay,nonsense_mediated_decay,0.961912103386883
ENST00000470721.3,ENSG00000143164.13,nonsense_mediated_decay,nonsense_mediated_decay,0.861571281259053
ENST00000592771.3,ENSG00000031823.12,nonsense_mediated_decay,nonsense_mediated_decay,0.308789237809633
ENST00000359088.7,ENSG00000070526.12,nonsense_mediated_decay,nonsense_mediated_decay,0.840190591463191
ENST00000532881.3,ENSG00000172830.10,nonsense_mediated_decay,nonsense_mediated_decay,0.883455714517633
ENST00000590313.3,ENSG00000131196.15,nonsense_mediated_decay,nonsense_mediated_decay,0.731356607460734
ENST00000380138.3,ENSG00000164176.10,protein_coding,not_nmd,0.0506080874976327
ENST00000543580.3,ENSG00000166073.6,protein_coding,not_nmd,0.0688922430184657
ENST00000589261.3,ENSG00000076662.7,protein_coding,not_nmd,0.527272483006371
ENST00000217254.9,ENSG00000101276.12,protein_coding,not_nmd,0.109607102048284
ENST00000519209.3,ENSG00000006747.12,protein_coding,not_nmd,0.426782782702018
ENST00000372920.1,ENSG00000101076.14,nonsense_mediated_decay,nonsense_mediated_decay,0.119397203774031
ENST00000488175.3,ENSG00000137878.14,nonsense_mediated_decay,nonsense_mediated_decay,0.823672676119674
ENST00000568470.3,ENSG00000172831.9,nonsense_mediated_decay,nonsense_mediated_decay,0.731852545670014
ENST00000587311.3,ENSG00000108679.10,nonsense_mediated_decay,nonsense_mediated_decay,0.26528103554974
ENST00000284995.8,ENSG00000154743.15,protein_coding,not_nmd,0.478331979096207
ENST00000435122.2,ENSG00000231852.4,protein_coding,not_nmd,0.0719051513703794
ENST00000554474.3,ENSG00000182732.14,nonsense_mediated_decay,nonsense_mediated_decay,0.942602269883958
ENST00000372999.3,ENSG00000124191.15,protein_coding,not_nmd,0.125929585463427
ENST00000403444.5,ENSG00000079385.19,protein_coding,not_nmd,0.33844985627792
ENST00000494400.3,ENSG00000185104.17,nonsense_mediated_decay,nonsense_mediated_decay,0.856232373136367
ENST00000506402.3,ENSG00000174227.13,nonsense_mediated_decay,nonsense_mediated_decay,0.91725646892801
ENST00000514915.3,ENSG00000114670.11,nonsense_mediated_decay,nonsense_mediated_decay,0.678798728053987
ENST00000568805.3,ENSG00000196678.11,nonsense_mediated_decay,nonsense_mediated_decay,0.739868434216089
ENST00000595090.3,ENSG00000183207.10,protein_coding,not_nmd,0.716798116738448
ENST00000327920.10,ENSG00000167554.12,protein_coding,not_nmd,0.392037548526702
